SystemId,URL,FIELD,INDEX,LEVEL,VALUE
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,Why is Nissan discontinuing Titan?
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,Are Nissan Titan reliable?
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,Is Nissan going to build the Titan in 2024?
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,Is the Nissan Titan a v6 or V8?
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,"https://www.topspeed.com/nissan-titan-pickup-truck-dead-after-2024/#:~:text=Nissan's%20decision%20to%20discontinue%20the,sales%20declining%20in%20recent%20years."
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,"https://www.edhicksnissan.com/nissan-titan-vs-ram-1500#:~:text=Is%20the%20Nissan%20Titan%20a,of%2080%20out%20of%20100."
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,"https://www.caranddriver.com/nissan/titan#:~:text=mounted%20sport%20bar.-,Nissan%20is%20ending%20production%20of%20the%20full%2Dsize,in%20the%20summer%20of%202024."
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,"https://www.edmunds.com/nissan/titan/#:~:text=All%20Titans%20have%20a%205.6,a%20nine%2Dspeed%20automatic%20transmission."
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:1043.00,w:652.00,h:48.00]"
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:1091.00,w:652.00,h:48.00]"
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:1139.00,w:652.00,h:48.00]"
52,https://www.google.com/search?q=nissan+titan&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:1187.00,w:652.00,h:48.00]"
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,What truck models does Nissan have?
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,Is Nissan discontinuing the Titan truck?
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,Are Nissan trucks any good?
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,Does Nissan make a small pickup?
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,https://www.nissanusa.com/vehicles/trucks.html
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,"https://www.caranddriver.com/news/a44751227/nissan-titan-pickup-dead/#:~:text=Nissan%20confirmed%20that%202024%20would,2024%20Titan%20starts%20at%20%2447%2C665."
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,"https://www.edmunds.com/nissan/frontier/#:~:text=Our%20Pro%2D4X%20test%20truck's,%2F60%2C000%2Dmile%20powertrain%20warranty."
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,"https://www.worldcarnissan.net/frontier/#:~:text=New%20Nissan%20Frontier,worked%20above%20its%20weight%20class."
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:473.00,w:652.00,h:49.00]"
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:522.00,w:652.00,h:49.00]"
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:571.00,w:652.00,h:49.00]"
53,https://www.google.com/search?q=nissan+trucks&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:620.00,w:652.00,h:49.00]"
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,What is the best website for truck parts?
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,How do you secure items in a pickup truck bed?
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,How do you pack a pickup truck?
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,Why are pick up trucks expensive?
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,https://roadlegends.com/blog/post/general-truck-parts
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,"https://www.uhaul.com/Tips/Loading/How-To-Secure-Cargo-IN-A-Pickup-Truck-15586/#:~:text=When%20transporting%20cargo%20in%20the,more%20than%20one%20tie%2Ddown."
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,"https://www.quora.com/What-are-some-good-rules-to-follow-to-prevent-things-flying-out-of-a-pickup-truck#:~:text=Distribute%20weight%20evenly%3A%20Place%20heavier,from%20being%20lifted%20by%20wind."
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,"https://www.finn.com/en-US/blog/car-buying/why-are-trucks-so-expensive#:~:text=There's%20no%20denying%20that%20pickups,continues%2C%20material%20costs%20rise%20accordingly."
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:3972.00,w:652.00,h:49.00]"
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:4021.00,w:652.00,h:49.00]"
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:4070.00,w:652.00,h:49.00]"
55,https://www.google.com/search?q=pickup+truck+accessories&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:4119.00,w:652.00,h:49.00]"
56,https://www.google.com/search?q=pickup+truck+bars&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,What is the best type of bed liner for a truck?
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,How much does it cost to bedliner a truck bed?
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,Are truck bed liners worth it?
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,Is it better to spray or roll on truck bed liner?
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,"https://www.kbb.com/car-advice/bed-liner-for-your-truck/#:~:text=The%20most%20effective%20bed%20liner,reasonably%20well%20and%20look%20great."
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,"https://linexscpa.com/line-x-products/how-much-does-a-line-x-bed-liner-cost/#:~:text=Spray%20on%20bedliners%20are%20the,No%20drilling%20required!"
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,"https://www.mccluskeychevrolet.com/pros-and-cons-of-the-main-truck-bed-liner-options/#:~:text=The%20spray%2Din%20bed%20liner,bed%2C%20keeping%20them%20in%20place."
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,"https://thenewswheel.com/spray-liners-vs-roll-on-bedliner-paint/#:~:text=Compared%20to%20spray%20liners%2C%20a,right%20color%20for%20your%20vehicle."
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:1023.00,w:652.00,h:49.00]"
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:1072.00,w:652.00,h:49.00]"
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:1121.00,w:652.00,h:49.00]"
57,https://www.google.com/search?q=pickup+truck+bed+liners&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:1170.00,w:652.00,h:49.00]"
58,https://www.google.com/search?q=pickup+truck+bumpers&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,1,1.2,
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,2,1.3,
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,3,1.4,
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,0,1.1.1.1,What is the cab of a truck called?
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,1,1.2.1.1,What are the different types of cabs in trucks?
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,2,1.3.1.1,What is the smallest truck cab?
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionText,3,1.4.1.1,Which pickup truck has the most cab space?
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,0,1.1.2.1,"https://wewin.com/glossary/cab/#:~:text=What%20Does%20%E2%80%9CCab%E2%80%9D%20Mean%20In,comes%20from%20the%20word%20cabriolet."
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,1,1.2.2.1,https://www.carmax.com/articles/truck-cab-styles-explained
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,2,1.3.2.1,"https://www.ariesautomotive.com/truck-cab#:~:text=%2F%20Regular%20cab,for%20two%20or%20three%20people."
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_QuestionLandingLink,3,1.4.2.1,"https://www.motortrend.com/features/trucks-with-the-biggest-cabs/#:~:text=HD%203%2F4%2D%20%26%201%2DTon%20Trucks&text=Ford's%20Super%20Duty%20pickups%20offer,most%20front%2Dseat%20hip%20room."
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,0,1.1.3.1,"[x:230.00,y:412.00,w:652.00,h:49.00]"
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,1,1.2.3.1,"[x:230.00,y:461.00,w:652.00,h:49.00]"
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,2,1.3.3.1,"[x:230.00,y:510.00,w:652.00,h:49.00]"
59,https://www.google.com/search?q=pickup+truck+cabs&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_BoxPixel,3,1.4.3.1,"[x:230.00,y:559.00,w:652.00,h:49.00]"
60,https://www.google.com/search?q=pickup+truck+covers&start=0&uule=w+CAIQICIbNTk5MDEsTW9udGFuYSxVbml0ZWQgU3RhdGVz&gl=US&hl=en,PeopleAlsoAsk_Box,0,1.1,
